Text,Category,Source
"3-кімнатна квартира в ЖК «Світло Парк», новий ремонт 

Продається простора 3-кімнатна квартира у новому жилому комплексі «Світло Парк» у Києві. Квартира після свіжого, якісного ремонту — готова для комфортного життя або здачі в оренду одразу.

Основні характеристики:
 • Площа: 77 м²
 • Стан: новий ремонт — стіни вирівняні і пофарбовані, підлога — ламінат та плитка (залежно від приміщення), якісна сантехніка.
 • Планування: 3 кімнати + кухня + передпокій + два санвузла — комфортне та зручне зонування для сім’ї.
 • Кухня: сучасний кухонний гарнітур, зручне місце під обідню зону, можливість поставити обідній стіл та холодильник.
 • Ванна/санвузол: в сучасному стилі, з новою сантехнікою, плиткою.
 • Освітлення: в квартирі встановлено сучасні світильники; наявні прилади освітлення — все нове та стильне.
 • Вікна: металопластикові, із сучасними склопакетами, що забезпечують тепло та шумоізоляцію.

Переваги житла та ЖК:
 • Новий ремонт = заощаджує ваш час та гроші — не треба додатково вкладатися.
 • Зручне планування для сім’ї або кількох мешканців.
 • ЖК «Світло Парк» — сучасний комплекс у розвитку, з тишею та комфортом, з хорошою інфраструктурою.
 • Зручне розташування: поруч є необхідна інфраструктура — магазини, транспорт, парки/зони відпочинку.
 • Квартира готова до заселення або здачі — мінімальне «входження».
 • Високий потенціал для здачі в оренду або комфортного проживання.

Ідеально підходить:
 • Для сім’ї з дітьми, яка шукає комфорт і простір,
 • Для пари або кількох людей,
 • Для інвесторів, які хочуть одразу здавати в оренду.",3-room,LUN
"Простора та світла 3-кімнатна квартира 149.3 м² з !!великою критою терасою. Є сховище та завжди є світло.

Пропонується до продажу простора дворівнева 3-кімнатна квартира у престижному будинку за адресою вул. Павлівська 26/41, Шевченківський район.

Будинок, побудований у 2003 році, має прекрасну тепло та шумоізоляцію та знаходиться в прекрасній локації, поряд з історичним центром міста, зручними виїздами з міста, в 15 хвилинах пішки від 3 станцій метро. Закрита територія, власний двір, підземний паркінг (можливе використання як бомбосховища). Світло є завжди. 

Квартира дворівнева, вхід на 09 поверсі, квартира на 10 невисокому поверсі -панорамний вид на місто. 2 квартири на поверсі. Загальна площа з терасою— 149.3м². Зручне планування• простора кухня-вітальня з виходом на терасу, спальня з окремою гардеробною кімнатою, санвузлом та побутовою кімнатою, окремий кабінет / гостьова/дитяча, 2 повноцінних санвузла (з ванною та душевою) і один гостьовий. Якісний сучасний ремонт, простора квартира з гарно продуманим зонуванням простору та освітленням. Квартира в дуже гарному стані: дорогі матеріали, техніка преміум-класу.

Розвинена інфраструктура: школи, дитячі садки, супермаркети, кафе, медичні заклади. Зручна транспортна розвязка.
Також за окрему плату пропонується паркомісце. 

Перегляди в зручний для Вас час.",3-room,LUN
"Стиль та якість неперевершеної квартири з авторським дизайном ремонту, сучасне планування: кухня вітальня, спальня, кабінет, велика гардероба кімната , ванна кімната з вікном, душова кабіна, вбудовані шафа-купе, меблі, техніка, камін, Н=3.6м, дореволюційний цегляний теплий будинок , перекриття: залізобетон, закритий двір, парковка, розвинена інфраструктура: поруч магазини, дитячі садочки, школа, поліклініка, парк Голосіівський, метро Деміївська- 3 хвилини. До центру -10 хвилин.",3-room,LUN
"Продаж квартири з якісним ремонтом.
 ЖК Новомостицько -Замковецький.
Вул. Сергія Данченка,32-А.
Три спальні, велика кухня, великий балкон, просторий коридор.
Зроблено якісний ремонт, на підлозі бельгійський ламінат -БАЛТЕРІО; кухня та коридор- плитка; сантехніка REHAU,ванна ROCA.
Квартира мебльована якісними меблями; створювалася з любовʼю, кожен міліметр квартири продуманий для комфортного проживання, багато ніш для зберігання речей; вбудована кухня, є посудомиюча машинка; нова пральна машинка з сушкою.
Квартира для молодої сім’ї, яка любить, щоб після смачної сімейної вечері, кожен міг усамітнитися у своїй кімнаті.
Приходь та переконайся на власні очі в ЕКСКЛЮЗИВНОСТІ цієї квартири.",3-room,LUN
"Без %

Продається простора 3-кімнатна квартира за адресою: Вулиця Рене Декарта, 6-А

Квартира розташована на комфортному 2 поверсі та має зручне двостороннє планування, що забезпечує гарне природне освітлення та провітрювання.

Планування:
• три окремі кімнати 18,5+14,5=14,3
• простора кухня - 7,6
• два балкони 
• роздільний санвузол

Квартира чудово підійде для сім’ї, яка цінує комфорт та функціональність.
Квартира в гарному житловому стані, заходь та живи, на полу лінолеум, санвузол плитка. Зручне розташування будинку, тихий двір та розвинена інфраструктура поруч. М. Нивки 5 мін пішки.

Телефонуйте для детальної інформації та перегляду квартири. Ключі на руках, перегляд у зручний для вас час.
Програми не розглядаємо.

Торгуємось до купівлі!",3-room,LUN
"Будинок з повною автономією, авторським дизайном та каміном у самому Києві!

• Будинок — 357 м²
• Ділянка — 6 соток

Збудований за високими стандартами енергозбереження та має повністю автономну систему живлення. Встановлено 40 сонячних панелей, 3 інвертори та 4 літієві накопичувачі, що дозволяє будинку працювати безперебійно 24 години.

В інтер’єрі використані преміальні матеріали: італійська плитка, горіховий паркет, німецька сантехніка Grohe, HansGrohe та Villeroy & Boch. Центральним елементом вітальні є діючий тристоронній камін.

Майстер-спальня має власну гардеробну та ванну кімнату з виходом на балкон, а також окремий доступ до дитячої кімнати.

У будинку передбачено:
• окремий спортивний зал
• сауну
• робочий кабінет
• дві гардеробні
• гостьовий санвузол
• окрему пральну кімнату

На ділянці облаштована тераса та зона барбекю. 
Є гараж і додатковий паркінг на 2 автомобілі.

Будинок підключений до центрального водопроводу та каналізації.
Встановлено броньовані склопакети з додатковим рівнем захисту.

Територія обслуговується повним консьєрж-сервісом.",house,Flatfy
"резиденція 575 м² у тихій, закритій частині Печерська — 3 хв до Ботанічного саду
Сучасний будинок серед дипломатичних вілл та природного ландшафту. Архітектура в стилі урбан-лаконізму з акцентом на простір, геометрію та натуральні матеріали. Високі стелі 3+ м, вільне планування, оздоблення деревом і каменем створюють атмосферу спокою та статусу.
Продумане планування:
 • 3 житлові поверхи + цоколь
 • Ліфт, що з’єднує всі рівні
 • 4 спальні, включно з майстер-спальнею та терасою
 • 7 санвузлів із преміальною сантехнікою
 • Вітальня з діючим каміном
 • Простора кухня з виходом у внутрішній двір
 • Гараж на 2 авто з прямим входом до будинку

У цокольному поверсі — критий басейн, сауна, технічне приміщення та окремий блок із можливістю облаштування укриття. Закрита територія з ландшафтним дизайном",house,Flatfy
"Камерний комплекс таунхаусів на вул. Вітавська, 32 у зеленій частині Голосіївського району пропонує лише 7 будинків за двома типовими проєктами площею 100 та 120 кв.м.  Комплекс спроєктований у сучасному архітектурному стилі з використанням лаконічних форм та натуральних матеріалів. Прямі лінії, відсутність зайвих елементів декору, контрастний фасад, в якому поєднуються коричневий та молочний кольори. Кожен будинок має окремий вхід, приватну терасу, два паркомісця, прибудинкову ділянку 0,5-1,5 сотки, продумані планування, панорамні вікна.  У ході будівництва використані екологічно безпечні матеріали й сучасні методи підвищення енергоефективності будівель: стіни з газоблоку, утеплення пінополістиролом, вікна з енергоощадним склопакетом. Кожен таунхаус – незалежна інженерна система: власний септик, індивідуальний насос, окремі лічильники електроенергії, підключення газу, можливість встановлення сонячних панелей. Такий підхід забезпечує автономність, енергоефективність та контроль експлуатаційних витрат.  Територія закрита та контрольована. Обмежений доступ забезпечує приватність та безпеку мешканців. Простір організований таким чином, щоб зберегти відчуття камерності, тиші та низької щільності забудови.  Інфраструктура  Комплекс таунхаусів на вул. Вітавська, 32 знаходиться у зеленій частині Голосіївського району – перед Конча-Заспою, але в межах міста Києва. Проєкт створений для тих, хто шукає баланс між природою та діловою активністю столиці. Це формат приватного життя біля води та лісу без компромісів щодо транспортної доступності.  Комплекс розташований у тихій прибережній зоні з власною набережною та прямим виходом до річки. Навколо сосновий ліс, чисте повітря та природний ландшафт. Водночас центр міста залишається у межах 15–20 хвилин на авто. До найближчої станції метро «Видубичі» дорога займе 7 хвилин, до Печерська – 15 хвилин, до Хрещатика – 25 хвилин.  Вся необхідна зовнішня інфраструктура знаходиться в безпосередній близькості, забезпечуючи максимальний комфорт.У пішому доступі від таунхаусів працює продуктовий магазин topМаркет. 6 хвилин на авто займе дорога до супермаркетів «Фора» та «АТБ». За 8 хвилин можна дістатись великих ТРЦ «Атмосфера», ТРЦ «Арт Молл» та ТРЦ «Домосфера». Близько 15 хвилин їхати до аутлет-містечка «Мануфактура» з бутиками, ресторанами, кондитерськими та кафе, а також дитячим розважальним центром «Дакленд» та ігровим майданчиком. Поряд з аутлетом знаходяться фітнес-клуб, боулінг, стрілецький тир, кінотеатр «Баттерфляй Кантрі». Там же є гіпермаркет «МегаМаркет», готель і медична клініка. Трохи далі розташований великий меблевий центр «Аракс».  З навчально-виховних закладів для дітей в окрузі працюють дитячий садок Hello Kids, ясла-садок № 305, школа № 151. За медичною допомогою можна звернутися до амбулаторії сімейної медицини № 9 за 3 хвилини на авто або до приватних медичних центрів неподалік. Це дозволяє поєднувати заміський комфорт із повноцінною міською інфраструктурою.  Осо бливості розташування у зеленій частині Голосіївського району  власна набережна та прямий вихід до річки  всього 7 будинків  панорамні вікна  окремі входи в кожен таунхаус  приватні тераси  2 паркомісця для кожного будинку продумані функціональні планування  повна автономність  закрита та контрольована територія",house,Flatfy
"Продам будинок на чорній горі у Печерському районі. Будинок з новим дизайнерським ремонтом 4 спальні, простора кухня-студія 75м2, підземний гараж, ліфт, Стильний та сучасний ремонт, Зручна локація, поруч супермаркет Новус-5 хв. до метро Дружби народів 7 хв",house,Flatfy
"Без комісії, СПП 1%, Є-оселя, Є-відновлення, сертифікати, ваучери. 

ВЕЛИКА ПЕРЕВАГА - земля під будинком - 5.5 соток, далі 8 соток огороженої не приватизованої землі, якою користувались тільки минулі власники ділянки, вхід на ділянку тільки з території цього будинку. 

Продаж від забудовника з великим досвідом роботи, 50+ зданих будинків на сьогодні. Будинок зданий в експлуатацію.

Продам якісно побудований двоповерховийй енергоефективний будинок з керамічної цегли площею 150м2 на ділянці 5.5 соток в Києві, район Борщагівки, вулиця Якова Качури, два заїзди з Окружної дороги, зручна локація. Будинок має окремий заїзд з вулиці, стоїть на другій лінії від дороги, можна зробити велику криту парковку. Газ поруч, вулиця газофікована. Своя скважина, каналізація септик, можна врізатись у міську каналізацію. 

Будинок енергоефективний і дуже теплий:
- стіни з керамічного блоку; ззовні утеплювач 150мм.;
- фундамент з бетону м350;
- фасади будинку системи Ceresit + елементи декору з клінкерною плитки ;
- висота стелі 3-3,2м;
- дах накритий вальцовочним металом + утеплений мінватою товщиною 200 мм.;

Перший поверх - кухня-вітальня 33 кв з виходом на криту терасу, кімната 12 кв., гардеробна, санвузол, топочна. Другий поверх - спальні 19; 19; 13 кв. , ванна 10 кв, гардеробна. Зручні сходи, є місце під сходами для підземного сховища. Можна зробити сауну на другому поверсі.

Електрифікація: 3 фази 10 кВт по прямому договору з ДТЕК (заведено в будинок)
Опалення: індивідуальне від електрики (базово), також є можливість підключити ГАЗ (труба біля будинку).
Каналізація - бетонний переливний септик з кілець 8м3.
Водопостачання з власної скважини.

Пропонуємо додатково виконати якісні підготовчі роботи - електрику, теплу підлогу, штукатурку, розведення кондиціонерів та опалення.
Перегляди в любий час, ключі на руках.
169000 доларів.",house,Flatfy
"Продаю свій одноповерховий будинок! Є проєкт будівництва та дизайнерський ремонт. Будинок будувався для себе !!! Ділянка 9 сотих із виходом в Біличанський парк, виконаний автополив, ландшафт. На території навіс на кілька автомобілів та господарське приміщення 20 м2. Територія під охороною є відеонагляд. Тераса 20 м2 з видом на ліс та садовими меблями. В будинку є експлуатаційне горище з окремим входом з вулиці. Будинок повністю енергонезалежний, стоять сонячні панелі та акумулятори на накопичення електроенергії + «зелений тариф». Септик переливний 14 м3, свердловина з правильним оснащенням 55 м. Також в будинку є підвал з окремим виходом. Будинок складається з 3 х житлових кімнат, кабінета та гардероба, 2 сан вузли (душова та ванна окремо) велика кухня вітальня + кладова кімната і котельня. Встановленні всі потрібні очистки води. Вся сантехніка Grohe, Kludi та Vileroy Bosh. Опалення і охолодження від теплового насоса 21 кВт. Є рекуперація повітря. Камін із вентиляційними виходами в кожну кімнату. Виконаний якісний ремонт з дорогими меблями. Шпоновані міжкімнатні двері. Будинок знаходиться в місті і одночасно посеред мальовничої природи (поряд ліс, Біличанський парк та каскад озер поблизу). Власник ! Без комісії ! Пишіть , дзвоніть , домовимось про перегляд.",house,Flatfy
"🏡 Новий будинок з дизайнерським ремонтом на Осокорках


📍 Розташування:
До метро Славутич — 8 км
Тиха, затишна локація з хорошим підїздом і закритою територією

📐 Площа будинку — 145 м²
🌿 Ділянка — 5 сотки
▪️ Сучасний ландшафтний дизайн
▪️ Автополив
▪️ Зона барбекю
▪️ Можливість добудови басейну

Планування:
- вхідна группа (3.93 м2)
- кухня (10.28 м2)
- гостьова кімната (27.87 м2)
- коридор (11.81 м2)
- топкова (5.04 м2)
- спальня (15.56 м2)
- санвузол (6.47 м2)
- спальня (16.95 м2)
- спальня (16.96 м2)
- санвузол (3.46 м2)
- закрита тераса (17.85 м2)

🔌 Комунікації:
— Газ
— Свердловина 70 м
— Септик з переливом і дренажним полем (2 кільця)
— Електрика 21 кВт, 3 фази (прямий договір із ДТЕК)

🚗 Парковка на кілька авто
🔒 Закрита територія, спокій і безпека


📞 Телефонуйте зараз:
+38 [телефон скрыт]",house,Flatfy
"Продаж цегляного будинку 500м2в місті Києві для великої родини!
Будинок, в якому Ви можете створити Ваше родинне гніздечко, реалізувати всі свої дизайнерські фантазії!
Введений в експлуатацію, засклений , повністю облаштований дах та гараж, зроблений ремонт у великій кімнаті-кухні, с/в. 
Земельна ділянка 5,6 соток (під житлову забудову), 200 метрів в пішій доступності - метро Осокорки.
5 рівнів будинку, в якому є:
 - цокольний поверх (котельня, утриття)
- 1 поверх( гараж, 2кімнати ,с/в)
- 2 поверх (3 кімнати, 3с/в, балкон)
- 3 поверх (4 кімнати, 2 с/в, балкон)
- 4 поверх (кімната з відкритою оглядовою терасою з прекрасним видом на Київ).
Комунікації:
- електроенергія 30кВт (день/ніч)
- газопостачання 
- свердловина
- септик (переливний).
Просторий гараж на 2 авто, с/в, є зарядний пристрій під електрокар + паркомісця поруч з будинком.
Вулиця забудована, проживають сусіди. Асфальтований підїзд.
Більше інформації – по запиту.
Краще один раз побачити!
Без комісії!
Ціна 390 000 дол США.",house,Flatfy
"Sвій Dім 3 – це масштабний комплекс таунхаусів від будівельної компанії Smart Development, який реалізують в затишному передмісті столиці, с. Софіївська Борщагівка. Комплекс виокремлюється на тлі інших концепцією «4 стихії» та власною зручною інфраструктурою.  На загальній площі 6.5825 га розміщено 435 комфортабельних котеджів із різним плануванням. Сучасні й затишні будинки виконані в єдиному архітектурному стилі, а декілька поверхів збільшують корисний простір і дозволяють розділити зони для відпочинку, роботи та проживання.  Майбутнім мешканцям пропонують двоповерхові та триповерхові таунхауси площею від 57.22 до 105.52 квадратних метрів. Поруч з кожним будинком власне паркомісце й невелика земельна ділянка, на якій можна облаштувати сад, майданчик для дітей або зону для барбекю.  Комплекс таунхаусів Sвій Dім 3 має огороджену територію, охорону та відеоспостереження, що підвищує безпеку мешканців.  Інфраструктура   Комплекс таунхаусів Sвій Dім 3 розташований в мальовничому місці в оточенні природи. Це район з більш чистим повітрям, ніж у місті. Природа та зелень навколо сприяють кращому самопочуттю та здоров'ю. Безперечною перевагою комплексу є наявність власної інфраструктури. Для вашого здоров’я на території планується сучасний спортзал, а також спортивний майданчик просто неба. Відпочити за філіжанкою смачної кави можна буде, не виходячи за межі комплексу, у місцевій кав’ярні. Забудовник потурбувався про всіх, тому спроєктував дитячі майданчики й сквери, а для чотирилапих мешканців – майданчик для вигулу тварин.  Таунхауси Sвій Dім 3 розташовані на околиці столиці у с. Софіївська Борщагівка, що дозволяє швидко добиратися до Києва, при цьому насолоджуючись більш спокійним і зеленим середовищем повсякчас. Це чудова можливість відпочити від галасливого міста та швидкого темпу київського життя, організувати сімейний відпочинок з дітьми, знайти усамітнення без відриву від роботи та навчання. До найближчих станцій метро їхати лише 15 хвилин. Поряд дві станції метро - Академмістечко та метро Житомирська. Зручна транспортна розв'язка дозволяє легко доїхати до міста Київ, як на власному автомобілі, так і на громадському транспорті. За 5 хвилин пішки зупинка автобусних маршрутів №374, №742, №769 та №796, які підвозять до вул. Васильківської та станції метро «Академмістечко».  Навколо комплексу Sвій Dім 3 активно зростають нові житлові комплекси, завдяки чому район Софіївська Борщагівка активно розвивається. Поруч розташовані всі необхідні для комфортного життя інфраструктурні об'єкти. Близько 5 хвилин пішки до найближчого супермаркету «АТБ», 12 хвилин до ТРЦ «EUROпарк» з супермаркетом«Сільпо», бутиками, магазинами техніки, спортивних та дитячих товарів, різноманітними сервісами, зоною фуд-корту, кінотеатром «FILMAX», сімейним парком розваг «KIDS LAND». Поряд знаходяться магазини «Будівельний Двір» і «Unit B», де можна придбати все необхідне для ремонту та облаштування оселі. Дорога до гіпермаркету «FOZZY Вишневе» займе 12 хвилин на авто.  В окрузі достатньо і навчально-виховних закладів для дітей. За 4-9 хвилин на автомобілі працюють приватні дитячі садочки «5 сов», Монтессорі простір «МонтеКідз», «Левенятко», «Мама Маша», «Веселка», FunKids та творча Студія «Акварелька». До Софіївської гімназії «Софіленд» автомобілем 5 хвилин, приватної школи «Нова ера» та Новософіївського ліцею - 6 хвилин. Для позашкільних занять в окрузі є музичні школи, школа мистецтв, школи іноземних мов тощо.  Якщо необхідна медична допомога, то в окрузі розташовані лікарня, дитяча поліклініка, амбулаторія сімейної медицини та декілька приватних медичних центрів.  Таунхауси Sвій Dім 3 оточені простором для різноманітного дозвілля: мешканці можуть насолоджуватися пішими прогулянками, велосипедними поїздками, плаванням, риболовлею та багатьма іншими видами активного відпочинку.   Особливості  Розташування в ближньому передмісті столиці  Власна інфраструктура  Великий вибір площ та планувань  Прибудинкова ділянка, власне паркомісце  При будівництві використані виключно якісні матеріали  Енергоощадні вікна  Автономне водопостачання  Т ериторія містечка огороджена парканом та знаходиться під охороною  Дитячий та спортивний майданчики на території",house,Flatfy
"🏡 Дуплекс в Осокорках — 114 м² · Заїзд сьогодні · $170 000

Закрита охоронювана територія, тиша, озеро Святище за кутом — і при цьому ти в Києві. Продаж від власника, без комісії.

Будинок, у який можна заїхати вже сьогодні. 114 м², авторський ремонт, повністю мебльований та укомплектований технікою. Не потрібно нічого докуповувати, ремонтувати чи чекати — це готовий дім.

На першому поверсі — простора кухня-вітальня з каміном і панорамними вікнами, вихід на терасу з зоною барбекю та мангалом. Окрема котельня, санвузол. На другому — дві великі спальні з гардеробними, санвузол з ванною та душовою кабіною.

Будинок повністю автономний і не залежить від міських комунікацій: свердловина 75 м, септик з переливом, електрика 15 кВт, інвертор 5 кВт і генератор. Витримає будь-який блекаут.

З комфорту є все: тепла підлога, камін, кондиціонер, Wi-Fi, відеоспостереження, автоматичні ворота, навіс для авто. З побутової техніки — посудомийна та пральна машини, холодильник, духова шафа, варильна панель, мікрохвильова піч.

Інфраструктура в пішій доступності: супермаркет, аптека, дитячий садок, лікарня, ресторани, пляж. Поруч — озеро Святище і готельно-ресторанний комплекс Osocor Residence.

Сайт-візитка обʼєкту: https://osocorky.netlify.app/

Ціна: $170 000. Можлива розстрочка.",house,Flatfy
"Без комісіі! Найкраща пропозиція на ринку Києва ЦІНА -ЯКІСТЬ.Один з кращих проектів будинків у якісному та дорогому виконанні.
Продам новий двоповерховий будинок з червоної цегли на рівній прямокутній ділянці у Києві, Борщагівка.

Площа будинку 150 кв. ; площа ділянки 6 соток.
Електрика - 10 кВт, три фази; газ - вздовж будинку.
Вода - власна скважина; каналізація септик, є центральна каналізація.
Будинок - енергоефективний, керамічна цегла, зовнішнє утеплення.
Дах з вальцовочного металу, утеплений мінватою.
Тераса накрита, дах підшитий металом під дерево.
Фундамент - монолітна плита з бетону М350;
Є підвал під сходами для сховища.
Виконані внутрішні штукатурні роботи, розведено електрику.

В будинку три спальні на другому поверсі, є окрема кімната на першому, два санвузли, дві гардеробні, кухня-вітальна 40 кв.м з панорамними вікнами та виходом на терасу, хозблок.
Будинок повністю огорожений, є автоматичні відкатні ворота, покладена тротуарна плитка зовні та на території, стовбчики паркану обшиті.
Можливо замовити додаткові ремонтні роботи.
Вартість будинку 175000 доларів.",house,Flatfy
"Таунхаус у Києві біля озера — 120 м² | Осокорки

Жити в Києві та мати власний двір — реально.
Сучасний 2-поверховий таунхаус у тихих Осокорках, всього 4 км до метро Славутич і 300 м до озера Мартишів.

Ідеальний формат для сім’ї, яка хоче простір, природу і місто одночасно.

Локація

• Осокорки, Київ
• 4 км до метро Славутич
• 300 м до озера Мартишів
• Власний задній двір
• Паркомісце біля будинку

Характеристики

• Площа будинку — 120 м²
• Ділянка — 1.5 сотки

Планування

1 поверх:
кухня-студія, санвузол, котельня, гардероб, коридор

2 поверх:
3 спальні + санвузол
майстер-спальня зі своїм гардеробом

Якість будівництва

• Фундамент: палі + стрічка + монолітна плита
• Стіни: газоблок 300 мм + утеплення 100 мм
• Перекриття та сходи — моноліт

Комунікації

• Свердловина
• Власний септик
• Електрика 15 кВт (день/ніч)

Це формат квартири, але з землею, паркуванням і відчуттям власного будинку",house,Flatfy
"Продається новий сучасний будинок у Києві, Дарницький район (Бортничі).

Будинок 220 м² + гараж 55 м² з кладовою на ділянці 10 соток. Будувався для себе з якісних матеріалів.

Лише 7 хвилин на авто до метро Бориспільська. Тиха асфальтована вулиця, хороші сусіди.

Комунікації: електрика, свердловина 77 м, власна каналізація.
Автоматичні ворота в гараж, огороджена територія.

Планування:
1 поверх — простора кухня-вітальня з виходом на терасу, котельня, санвузол.
2 поверх — master bedroom, гардеробна, санвузол, 3 кімнати.

Додатково — велике горище.
По вулиці йде газ
Заведено 7 квт світла

Є багато матеріалів які можна використовувати.
Є відео огляд

89.900$ без комісії 
Документами більше 3х років
Готові під гривневі програми
Телефонуйте для детальної інформації та перегляду.",house,Flatfy
"🏡 Продаж сучасного будинку в Києві, Осокорки — поруч із пляжем Osocor 🌴

Будинок 140 м² на ділянці 10 соток у комфортній та закритій вулиці серед нових сучасних будинків.

📍 Локація:
• поруч пляж Osocor та зони відпочинку
• тиха закрита вулиця
• сучасна забудова та хороші сусіди
• зручний виїзд до міста

🏠 Планування:
1 поверх:
• кухня-студія з виходом на засклену терасу
• санвузол
• гардеробна

2 поверх:
• 2 окремі спальні
• одна спальня з власним балконом
• санвузол

🔥 Комфорт та оснащення:
• водяна тепла підлога
• електрокотел
• встановлений інвертор та акумулятори
• газ уже підводиться до будинку — можливе підключення газового котла
• натуральний дров’яний камін

☀️ Тераса:
• велика засклена тераса 20 м²
• встановлена розсувна система
• у теплий період можна повністю відкривати — комфортний простір для відпочинку влітку

🚗 Паркування:
• навіс на 2 авто
• додаткове місце під будівництво гаража
• відкрита площадка біля будинку ще на 2–4 автомобілі

Будинок чудово підійде для комфортного проживання поруч із природою та водою 🔥

📲 Усі питання — пишіть або телефонуйте:
Олексій Майборода
050-193-83-00",house,Flatfy
